position,age,nationality
Goalkeeper,36,Ireland
Goalkeeper,27,United States
Goalkeeper,37,England
Centre-Back,27,Netherlands
Centre-Back,32,Ireland
Centre-Back,22,Ireland
Centre-Back,21,England
Left-Back,22,England
Left-Back,21,Ireland
Left-Back,19,Ireland
Right-Back,23,United States
Right-Back,23,England
Defensive Midfield,23,Australia
Defensive Midfield,21,Mali
Defensive Midfield,22,England
Central Midfield,22,Scotland
Central Midfield,27,Morocco
Central Midfield,22,England
Central Midfield,20,England
Central Midfield,19,Jamaica
Central Midfield,19,Ireland
Right Midfield,22,England
Attacking Midfield,25,Ireland
Attacking Midfield,28,Australia
Left Winger,24,Jamaica
Right Winger,26,France
Right Winger,20,Austria
Second Striker,18,Ireland
Centre-Forward,28,England
Centre-Forward,25,England
Centre-Forward,21,Belgium
Centre-Forward,21,England
Centre-Forward,20,England
