position,age,nationality
Goalkeeper,33,England
Goalkeeper,33,Wales
Goalkeeper,21,England
Goalkeeper,19,England
Centre-Back,28,Northern Ireland
Centre-Back,26,England
Centre-Back,28,Ireland
Centre-Back,33,Sweden
Centre-Back,36,Northern Ireland
Left-Back,20,England
Left-Back,28,Belgium
Right-Back,28,Cameroon
Right-Back,16,England
Defensive Midfield,26,England
Defensive Midfield,28,Argentina
Central Midfield,30,Scotland
Central Midfield,29,England
Central Midfield,32,Scotland
Central Midfield,16,England
Central Midfield,18,England
Left Midfield,31,Northern Ireland
Left Winger,26,Belgium
Left Winger,27,Ireland
Left Winger,27,Wales
Right Winger,25,Scotland
Right Winger,25,England
Right Winger,17,England
Centre-Forward,22,Burundi
Centre-Forward,26,Venezuela
Centre-Forward,34,England
