position,age,nationality
Goalkeeper,37.0,United States
Goalkeeper,22.0,Wales
Goalkeeper,28.0,England
Goalkeeper,23.0,Nigeria
Centre-Back,24.0,Scotland
Centre-Back,23.0,Guadeloupe
Centre-Back,21.0,England
Centre-Back,24.0,England
Centre-Back,21.0,England
Centre-Back,25.0,Scotland
Centre-Back,33.0,England
Centre-Back,25.0,England
Centre-Back,30.0,England
Centre-Back,23.0,Cameroon
Left-Back,23.0,Ireland
Left-Back,28.0,England
Left-Back,22.0,England
Left-Back,21.0,England
Right-Back,24.0,Ireland
Defensive Midfield,26.0,England
Defensive Midfield,27.0,Ecuador
Central Midfield,26.0,Serbia
Central Midfield,24.0,England
Central Midfield,23.0,Wales
Central Midfield,22.0,England
Central Midfield,23.0,Algeria
Left Winger,23.0,England
Left Winger,23.0,England
Right Winger,19.0,Belgium
Right Winger,17.0,England
Centre-Forward,25.0,Ireland
Centre-Forward,23.0,England
Centre-Forward,30.0,Scotland
Centre-Forward,26.0,Austria
Centre-Forward,23.0,Ireland
Centre-Forward,19.0,Wales
Centre-Forward,16.0,England
