position,age,nationality
Goalkeeper,25,France
Goalkeeper,31,Brazil
Goalkeeper,41,United States
Goalkeeper,38,Italy
Goalkeeper,19,Scotland
Centre-Back,26,France
Centre-Back,25,Belgium
Centre-Back,28,England
Centre-Back,20,England
Centre-Back,34,France
Left-Back,28,Cameroon
Left-Back,21,England
Left-Back,19,England
Right-Back,22,England
Right-Back,23,England
Right-Back,21,England
Defensive Midfield,23,Brazil
Defensive Midfield,25,England
Defensive Midfield,22,England
Defensive Midfield,18,England
Central Midfield,24,Belgium
Central Midfield,31,England
Central Midfield,29,England
Central Midfield,21,England
Central Midfield,20,England
Central Midfield,20,England
Right Midfield,27,England
Attacking Midfield,29,Netherlands
Attacking Midfield,22,Iceland
Attacking Midfield,21,Germany
Left Winger,19,Spain
Right Winger,22,Wales
Right Winger,25,England
Right Winger,22,Spain
Right Winger,20,England
Second Striker,29,United States
Centre-Forward,28,Togo
Centre-Forward,29,England
Centre-Forward,21,England
Centre-Forward,18,England
Centre-Forward,17,England
