position,age,nationality
Goalkeeper,34.0,United States
Goalkeeper,23.0,Spain
Goalkeeper,18.0,England
Centre-Back,30.0,England
Centre-Back,29.0,Netherlands
Centre-Back,19.0,England
Centre-Back,30.0,Paraguay
Centre-Back,35.0,France
Centre-Back,19.0,England
Left-Back,28.0,England
Left-Back,23.0,Costa Rica
Left-Back,20.0,England
Right-Back,24.0,Ireland
Right-Back,32.0,England
Defensive Midfield,32.0,England
Central Midfield,25.0,Belgium
Central Midfield,22.0,Ireland
Central Midfield,19.0,England
Central Midfield,32.0,England
Central Midfield,25.0,Ireland
Central Midfield,15.0,England
Left Winger,27.0,Ireland
Left Winger,31.0,South Africa
Right Winger,19.0,Spain
Right Winger,25.0,Belgium
Second Striker,26.0,Scotland
Centre-Forward,20.0,Belgium
Centre-Forward,23.0,Cote d'Ivoire
Centre-Forward,27.0,Croatia
Centre-Forward,29.0,Cote d'Ivoire
Centre-Forward,25.0,Nigeria
Centre-Forward,21.0,Greece
Centre-Forward,22.0,Senegal
Centre-Forward,20.0,England
