position,age,nationality
Goalkeeper,37,United States
Goalkeeper,27,England
Goalkeeper,23,United States
Centre-Back,28,England
Centre-Back,26,Spain
Centre-Back,30,Denmark
Centre-Back,23,England
Centre-Back,19,Australia
Centre-Back,18,Ireland
Left-Back,22,England
Left-Back,27,England
Left-Back,30,Netherlands
Left-Back,20,Ireland
Right-Back,28,England
Right-Back,19,United States
Defensive Midfield,27,England
Defensive Midfield,24,England
Defensive Midfield,20,England
Defensive Midfield,19,Australia
Central Midfield,22,England
Central Midfield,28,Bulgaria
Central Midfield,25,England
Central Midfield,21,England
Central Midfield,18,Scotland
Right Midfield,18,England
Attacking Midfield,25,Togo
Left Winger,23,England
Centre-Forward,21,England
Centre-Forward,28,Norway
Centre-Forward,30,England
Centre-Forward,28,England
Centre-Forward,17,England
