position,age,nationality
Goalkeeper,19,England
Goalkeeper,31,Poland
Goalkeeper,18,England
Goalkeeper,23,England
Goalkeeper,23,France
Centre-Back,29,Switzerland
Centre-Back,30,Finland
Centre-Back,32,Argentina
Centre-Back,24,Spain
Centre-Back,24,Mali
Centre-Back,26,England
Centre-Back,26,Croatia
Centre-Back,20,United States
Left-Back,23,Norway
Left-Back,22,England
Right-Back,28,Ireland
Right-Back,19,England
Defensive Midfield,22,Spain
Defensive Midfield,27,Senegal
Defensive Midfield,30,Germany
Central Midfield,24,England
Central Midfield,20,England
Central Midfield,19,Ireland
Right Midfield,23,Ireland
Attacking Midfield,31,Czech Republic
Left Winger,25,Australia
Left Winger,18,Scotland
Right Winger,26,Spain
Right Winger,25,Spain
Right Winger,19,England
Second Striker,19,France
Centre-Forward,22,Czech Republic
Centre-Forward,22,France
Centre-Forward,19,France
Centre-Forward,23,England
Centre-Forward,28,Spain
Centre-Forward,21,England
