position,age,nationality
Goalkeeper,28,Italy
Goalkeeper,25,Portugal
Goalkeeper,22,England
Goalkeeper,19,Poland
Centre-Back,27,Cote d'Ivoire
Centre-Back,21,Belgium
Centre-Back,27,Senegal
Centre-Back,30,France
Centre-Back,33,England
Centre-Back,35,Ireland
Centre-Back,18,England
Left-Back,25,Netherlands
Left-Back,26,Costa Rica
Left-Back,20,England
Right-Back,22,Spain
Right-Back,24,Wales
Right-Back,29,England
Right-Back,18,England
Right-Back,21,Scotland
Defensive Midfield,25,England
Defensive Midfield,21,Northern Ireland
Defensive Midfield,28,England
Defensive Midfield,25,Germany
Central Midfield,22,Gabon
Central Midfield,31,Sweden
Central Midfield,28,Ireland
Central Midfield,19,England
Central Midfield,17,England
Attacking Midfield,25,Tunisia
Attacking Midfield,21,England
Left Winger,25,Italy
Left Winger,34,South Africa
Left Winger,19,England
Right Winger,28,Netherlands
Right Winger,21,Belgium
Right Winger,26,England
Right Winger,22,England
Right Winger,20,United States
Centre-Forward,33,England
Centre-Forward,28,Nigeria
Centre-Forward,17,Sweden
Centre-Forward,17,England
