position,age,nationality
Goalkeeper,26,England
Goalkeeper,22,Argentina
Goalkeeper,34,Poland
Goalkeeper,37,England
Centre-Back,25,Belgium
Centre-Back,25,Japan
Centre-Back,25,Romania
Centre-Back,30,Portugal
Centre-Back,31,Netherlands
Centre-Back,20,England
Centre-Back,18,England
Left-Back,24,England
Left-Back,19,England
Left-Back,18,England
Right-Back,23,England
Defensive Midfield,23,Kenya
Defensive Midfield,24,France
Defensive Midfield,25,England
Defensive Midfield,19,England
Defensive Midfield,18,England
Central Midfield,22,Algeria
Central Midfield,29,Northern Ireland
Central Midfield,19,England
Central Midfield,19,England
Attacking Midfield,23,Uruguay
Attacking Midfield,18,England
Left Winger,25,Serbia
Left Winger,22,Senegal
Left Winger,22,Serbia
Left Winger,27,Netherlands
Left Winger,21,Wales
Centre-Forward,24,England
Centre-Forward,27,Ireland
Centre-Forward,28,Italy
Centre-Forward,23,Zambia
Centre-Forward,18,England
Centre-Forward,18,England
