position,age,nationality
Goalkeeper,27,Belgium
Goalkeeper,27,Hungary
Goalkeeper,22,Wales
Goalkeeper,21,Chile
Goalkeeper,19,Scotland
Centre-Back,25,France
Centre-Back,25,Croatia
Centre-Back,30,Slovakia
Centre-Back,23,England
Centre-Back,22,Portugal
Centre-Back,34,Cote d'Ivoire
Centre-Back,18,England
Centre-Back,19,Ireland
Centre-Back,16,Ireland
Left-Back,22,Spain
Left-Back,29,Spain
Left-Back,21,Australia
Left-Back,19,England
Right-Back,24,England
Right-Back,22,England
Right-Back,22,England
Right-Back,19,England
Defensive Midfield,28,Brazil
Defensive Midfield,21,Germany
Defensive Midfield,21,England
Central Midfield,25,England
Central Midfield,29,England
Central Midfield,25,Wales
Central Midfield,18,Spain
Central Midfield,18,England
Attacking Midfield,27,England
Attacking Midfield,22,Portugal
Attacking Midfield,19,England
Left Winger,23,Brazil
Left Winger,18,England
Right Winger,19,England
Right Winger,18,England
Right Winger,18,Spain
Centre-Forward,23,Brazil
Centre-Forward,25,England
Centre-Forward,24,Belgium
Centre-Forward,22,England
Centre-Forward,20,Belgium
Centre-Forward,18,England
