position,age,nationality
Goalkeeper,25,Spain
Goalkeeper,29,Argentina
Goalkeeper,23,England
Goalkeeper,20,Portugal
Goalkeeper,19,England
Goalkeeper,20,Ireland
Centre-Back,26,England
Centre-Back,26,Netherlands
Centre-Back,26,Argentina
Centre-Back,24,England
Centre-Back,22,Cote d'Ivoire
Centre-Back,18,England
Left-Back,20,England
Left-Back,30,England
Left-Back,19,England
Left-Back,19,England
Right-Back,26,Italy
Right-Back,30,Ecuador
Right-Back,23,Uruguay
Right-Back,18,Netherlands
Defensive Midfield,26,France
Defensive Midfield,34,England
Central Midfield,23,France
Central Midfield,26,Spain
Central Midfield,28,Belgium
Central Midfield,31,Germany
Central Midfield,19,England
Central Midfield,19,Scotland
Attacking Midfield,28,Spain
Attacking Midfield,27,Armenia
Attacking Midfield,20,Brazil
Attacking Midfield,20,England
Attacking Midfield,15,England
Left Winger,20,France
Right Winger,21,Belgium
Right Winger,23,England
Right Winger,17,England
Centre-Forward,30,England
Centre-Forward,22,Netherlands
Centre-Forward,34,Sweden
Centre-Forward,18,England
Centre-Forward,20,England
