position,age,nationality
Goalkeeper,35.0,England
Goalkeeper,22.0,Netherlands
Goalkeeper,22.0,England
Goalkeeper,19.0,Sweden
Centre-Back,28.0,Argentina
Centre-Back,24.0,England
Centre-Back,35.0,England
Centre-Back,26.0,England
Centre-Back,20.0,Hungary
Left-Back,24.0,Spain
Right-Back,25.0,England
Right-Back,23.0,England
Right-Back,24.0,England
Right-Back,18.0,England
Defensive Midfield,24.0,Cote d'Ivoire
Defensive Midfield,18.0,England
Central Midfield,26.0,Argentina
Central Midfield,23.0,England
Central Midfield,29.0,England
Central Midfield,27.0,England
Central Midfield,20.0,England
Left Midfield,18.0,Northern Ireland
Attacking Midfield,23.0,Ireland
Attacking Midfield,23.0,France
Attacking Midfield,28.0,England
Attacking Midfield,17.0,Slovenia
Attacking Midfield,19.0,England
Left Winger,25.0,England
Left Winger,19.0,DR Congo
Centre-Forward,21.0,England
Centre-Forward,28.0,Nigeria
Centre-Forward,30.0,Denmark
Centre-Forward,24.0,Spain
Centre-Forward,33.0,Finland
Centre-Forward,23.0,Ireland
Centre-Forward,19.0,England
Centre-Forward,19.0,England
Centre-Forward,18.0,England
