position,age,nationality
Goalkeeper,26.0,Spain
Goalkeeper,25.0,Ireland
Goalkeeper,38.0,Finland
Goalkeeper,20.0,Switzerland
Centre-Back,24.0,New Zealand
Centre-Back,24.0,England
Centre-Back,29.0,Wales
Centre-Back,30.0,England
Centre-Back,17.0,England
Centre-Back,16.0,England
Left-Back,26.0,Colombia
Left-Back,32.0,Romania
Left-Back,32.0,Northern Ireland
Left-Back,19.0,England
Right-Back,27.0,Ireland
Right-Back,32.0,Cote d'Ivoire
Right-Back,20.0,England
Defensive Midfield,31.0,France
Defensive Midfield,19.0,England
Central Midfield,26.0,England
Central Midfield,26.0,Senegal
Central Midfield,28.0,Italy
Central Midfield,24.0,Wales
Central Midfield,20.0,United States
Central Midfield,19.0,England
Central Midfield,19.0,England
Central Midfield,20.0,Cote d'Ivoire
Left Midfield,28.0,England
Left Midfield,31.0,England
Attacking Midfield,31.0,England
Attacking Midfield,31.0,England
Attacking Midfield,20.0,Jamaica
Left Winger,27.0,England
Left Winger,19.0,England
Right Winger,26.0,Portugal
Right Winger,19.0,England
Centre-Forward,24.0,England
Centre-Forward,31.0,Italy
Centre-Forward,25.0,Mali
Centre-Forward,29.0,England
Centre-Forward,32.0,Croatia
Centre-Forward,,Australia
Centre-Forward,18.0,England
Centre-Forward,19.0,Ireland
Centre-Forward,17.0,England
