position,age,nationality
Goalkeeper,30,Slovakia
Goalkeeper,28,England
Goalkeeper,33,Ireland
Goalkeeper,22,England
Centre-Back,25,England
Centre-Back,30,Argentina
Centre-Back,28,France
Centre-Back,27,Switzerland
Centre-Back,29,Ireland
Left-Back,24,Italy
Left-Back,27,Wales
Left-Back,27,Morocco
Right-Back,25,United States
Right-Back,25,Spain
Defensive Midfield,24,England
Defensive Midfield,30,"Korea, South"
Defensive Midfield,29,England
Central Midfield,27,England
Central Midfield,31,Senegal
Central Midfield,21,England
Right Midfield,29,Scotland
Attacking Midfield,25,Paraguay
Left Winger,27,Ghana
Left Winger,23,England
Right Winger,24,England
Second Striker,25,Spain
Centre-Forward,28,England
Centre-Forward,26,Japan
Centre-Forward,29,Spain
