position,age,nationality
Goalkeeper,27,Northern Ireland
Goalkeeper,24,England
Goalkeeper,36,Trinidad and Tobago
Goalkeeper,31,England
Goalkeeper,18,England
Centre-Back,31,Scotland
Centre-Back,31,Czech Republic
Centre-Back,25,Wales
Centre-Back,21,Wales
Centre-Back,20,England
Centre-Back,20,England
Left-Back,24,England
Left-Back,25,Ireland
Right-Back,27,Argentina
Defensive Midfield,21,England
Defensive Midfield,25,Wales
Defensive Midfield,26,England
Central Midfield,18,England
Central Midfield,18,England
Central Midfield,18,England
Right Midfield,29,England
Left Midfield,23,England
Left Midfield,17,England
Attacking Midfield,24,Wales
Attacking Midfield,24,Israel
Left Winger,17,England
Right Winger,25,Israel
Centre-Forward,21,England
Centre-Forward,24,England
Centre-Forward,25,England
Centre-Forward,22,France
Centre-Forward,22,France
Centre-Forward,39,England
