position,age,nationality
Goalkeeper,37,Finland
Goalkeeper,24,Ireland
Goalkeeper,19,Switzerland
Centre-Back,23,England
Centre-Back,28,Wales
Centre-Back,23,New Zealand
Centre-Back,29,Austria
Centre-Back,16,England
Left-Back,31,Northern Ireland
Left-Back,18,England
Right-Back,26,Ireland
Right-Back,31,Cote d'Ivoire
Right-Back,22,England
Right-Back,19,England
Defensive Midfield,30,France
Central Midfield,25,England
Central Midfield,25,Senegal
Central Midfield,23,Wales
Central Midfield,29,England
Central Midfield,18,England
Central Midfield,19,United States
Left Midfield,30,England
Attacking Midfield,30,England
Attacking Midfield,30,England
Attacking Midfield,19,Jamaica
Left Winger,26,England
Left Winger,18,England
Right Winger,32,Israel
Right Winger,25,Portugal
Right Winger,18,England
Centre-Forward,23,England
Centre-Forward,28,Morocco
Centre-Forward,28,England
Centre-Forward,24,Mali
Centre-Forward,25,England
Centre-Forward,28,Brazil
Centre-Forward,18,Australia
Centre-Forward,17,England
Centre-Forward,18,England
