position,age,nationality
Goalkeeper,30,United States
Goalkeeper,22,England
Goalkeeper,30,England
Goalkeeper,23,Switzerland
Goalkeeper,20,England
Centre-Back,22,Denmark
Centre-Back,22,Portugal
Centre-Back,32,England
Centre-Back,25,Ireland
Centre-Back,24,England
Centre-Back,28,Spain
Centre-Back,18,Ireland
Centre-Back,17,England
Centre-Back,21,St. Lucia
Left-Back,27,France
Left-Back,21,France
Left-Back,30,England
Left-Back,25,England
Right-Back,27,England
Right-Back,30,Scotland
Right-Back,18,England
Defensive Midfield,29,Colombia
Defensive Midfield,25,England
Defensive Midfield,19,Australia
Central Midfield,22,France
Central Midfield,25,Senegal
Central Midfield,23,Curacao
Central Midfield,23,England
Left Midfield,26,England
Attacking Midfield,22,Spain
Attacking Midfield,33,England
Attacking Midfield,19,England
Left Winger,20,Ireland
Left Winger,19,England
Left Winger,16,England
Right Winger,19,Spain
Right Winger,29,France
Right Winger,17,England
Centre-Forward,23,Ghana
Centre-Forward,28,England
Centre-Forward,26,Czech Republic
Centre-Forward,26,Benin
Centre-Forward,16,England
Centre-Forward,17,England
