position,age,nationality
Goalkeeper,21,Spain
Goalkeeper,28,Denmark
Goalkeeper,22,England
Goalkeeper,19,England
Centre-Back,30,Serbia
Centre-Back,20,England
Centre-Back,22,England
Centre-Back,24,Northern Ireland
Centre-Back,33,England
Centre-Back,19,England
Centre-Back,20,England
Left-Back,26,England
Left-Back,31,France
Left-Back,23,Netherlands
Right-Back,26,Ecuador
Right-Back,21,Brazil
Right-Back,21,Brazil
Right-Back,20,Belgium
Defensive Midfield,30,England
Central Midfield,24,Brazil
Central Midfield,28,Scotland
Central Midfield,22,England
Central Midfield,37,England
Central Midfield,19,England
Right Midfield,19,England
Left Midfield,38,Wales
Left Midfield,20,Ireland
Attacking Midfield,23,Japan
Attacking Midfield,18,England
Left Winger,25,Portugal
Right Winger,19,Cote d'Ivoire
Right Winger,19,England
Right Winger,17,Belgium
Second Striker,20,Norway
Centre-Forward,26,England
Centre-Forward,28,Netherlands
Centre-Forward,24,Mexico
Centre-Forward,21,England
Centre-Forward,31,Bulgaria
Centre-Forward,20,Italy
Centre-Forward,18,Chile
