position,age,nationality
Goalkeeper,23,Czech Republic
Goalkeeper,31,Italy
Goalkeeper,21,England
Goalkeeper,19,DR Congo
Centre-Back,27,Portugal
Centre-Back,24,England
Centre-Back,27,France
Centre-Back,20,Germany
Left-Back,24,Spain
Left-Back,24,England
Right-Back,26,Portugal
Right-Back,20,England
Defensive Midfield,22,Ghana
Defensive Midfield,32,France
Defensive Midfield,20,France
Central Midfield,27,England
Central Midfield,27,Portugal
Central Midfield,24,Portugal
Central Midfield,18,England
Right Midfield,26,Ireland
Right Midfield,26,Cameroon
Attacking Midfield,23,England
Right Winger,21,Netherlands
Right Winger,23,England
Centre-Forward,27,Cote d'Ivoire
Centre-Forward,29,Argentina
Centre-Forward,26,Iceland
Centre-Forward,21,England
