position,age,nationality
Goalkeeper,20,Ireland
Goalkeeper,28,Denmark
Goalkeeper,28,Netherlands
Centre-Back,26,Sweden
Centre-Back,26,Denmark
Centre-Back,24,Northern Ireland
Centre-Back,19,England
Centre-Back,23,Czech Republic
Right-Back,28,Wales
Right-Back,30,Ecuador
Defensive Midfield,23,Trinidad and Tobago
Defensive Midfield,23,England
Defensive Midfield,23,Cameroon
Defensive Midfield,24,France
Central Midfield,26,England
Central Midfield,22,Germany
Central Midfield,19,England
Central Midfield,19,Northern Ireland
Right Midfield,21,England
Right Midfield,29,Peru
Left Midfield,27,England
Centre-Forward,28,Colombia
Centre-Forward,24,England
Centre-Forward,20,England
Centre-Forward,18,England
Centre-Forward,20,England
