position,age,nationality
Goalkeeper,24,Scotland
Goalkeeper,24,Hungary
Goalkeeper,33,Wales
Goalkeeper,19,Northern Ireland
Centre-Back,28,Gibraltar
Centre-Back,34,Slovakia
Centre-Back,26,Jamaica
Centre-Back,19,Northern Ireland
Centre-Back,26,Wales
Centre-Back,22,England
Centre-Back,21,Ireland
Centre-Back,28,Scotland
Centre-Back,19,England
Centre-Back,18,France
Centre-Back,19,New Zealand
Left-Back,22,England
Left-Back,29,Ireland
Left-Back,18,Ireland
Right-Back,27,England
Right-Back,28,Trinidad and Tobago
Right-Back,22,Scotland
Defensive Midfield,25,Nigeria
Defensive Midfield,18,England
Central Midfield,33,Ireland
Central Midfield,26,Ireland
Central Midfield,25,England
Central Midfield,21,England
Central Midfield,18,England
Central Midfield,18,Northern Ireland
Right Midfield,22,Scotland
Left Midfield,24,Ireland
Left Midfield,20,Ireland
Forward,18,England
Left Winger,25,Spain
Centre-Forward,18,Ireland
Centre-Forward,27,Sweden
Centre-Forward,35,England
Centre-Forward,30,Ireland
Centre-Forward,30,Trinidad and Tobago
Centre-Forward,23,England
Centre-Forward,35,Trinidad and Tobago
Centre-Forward,22,Trinidad and Tobago
Centre-Forward,24,Ireland
Centre-Forward,17,England
Centre-Forward,21,Ireland
