position,age,nationality
Goalkeeper,24,England
Goalkeeper,32,England
Goalkeeper,23,Poland
Centre-Back,25,Denmark
Centre-Back,30,England
Centre-Back,31,Jamaica
Centre-Back,26,England
Centre-Back,26,England
Centre-Back,26,Denmark
Centre-Back,20,England
Centre-Back,22,Uruguay
Right-Back,18,England
Defensive Midfield,25,Japan
Central Midfield,26,England
Central Midfield,26,Hungary
Central Midfield,26,Scotland
Central Midfield,20,England
Central Midfield,21,England
Central Midfield,27,England
Central Midfield,18,Wales
Right Midfield,31,England
Left Midfield,22,England
Attacking Midfield,31,Wales
Attacking Midfield,25,Slovakia
Right Winger,24,Senegal
Centre-Forward,24,Wales
Centre-Forward,28,Nigeria
Centre-Forward,23,England
Centre-Forward,35,England
Centre-Forward,31,England
Centre-Forward,18,England
