position,age,nationality
Goalkeeper,25,Sweden
Goalkeeper,20,England
Goalkeeper,20,Denmark
Defender,19,England
Centre-Back,27,Ireland
Centre-Back,21,Croatia
Centre-Back,29,China
Centre-Back,20,England
Centre-Back,20,England
Left-Back,22,Spain
Left-Back,27,England
Right-Back,19,England
Right-Back,30,England
Right-Back,19,England
Defensive Midfield,30,France
Defensive Midfield,33,Germany
Defensive Midfield,20,Switzerland
Defensive Midfield,19,England
Defensive Midfield,19,Nigeria
Attacking Midfield,26,Brazil
Attacking Midfield,27,Brazil
Attacking Midfield,20,Ireland
Left Winger,28,Bulgaria
Left Winger,22,Greece
Right Winger,23,Mexico
Second Striker,20,England
Centre-Forward,21,Bulgaria
Centre-Forward,24,Italy
Centre-Forward,28,Zimbabwe
Centre-Forward,27,England
Centre-Forward,28,Belgium
Centre-Forward,34,Scotland
Centre-Forward,18,Ecuador
Centre-Forward,17,England
Centre-Forward,18,Wales
