position,age,nationality
Goalkeeper,28,Spain
Goalkeeper,28,Ireland
Goalkeeper,22,Switzerland
Goalkeeper,17,England
Centre-Back,27,Italy
Centre-Back,26,New Zealand
Centre-Back,26,England
Centre-Back,31,Wales
Centre-Back,22,Canada
Centre-Back,19,England
Centre-Back,17,England
Centre-Back,18,England
Centre-Back,16,England
Left-Back,25,England
Left-Back,20,Scotland
Left-Back,19,England
Left-Back,19,England
Right-Back,23,England
Right-Back,21,England
Right-Back,29,Ireland
Right-Back,21,England
Right-Back,18,England
Right-Back,18,England
Defensive Midfield,27,Cameroon
Defensive Midfield,25,Senegal
Defensive Midfield,19,England
Defensive Midfield,17,England
Central Midfield,23,Equatorial Guinea
Central Midfield,28,England
Central Midfield,20,Uruguay
Central Midfield,19,Ireland
Attacking Midfield,28,France
Attacking Midfield,22,Argentina
Attacking Midfield,33,England
Attacking Midfield,17,England
Left Winger,29,England
Left Winger,18,Norway
Left Winger,18,Bermuda
Right Winger,24,Nigeria
Right Winger,30,France
Right Winger,25,England
Second Striker,28,Argentina
Centre-Forward,26,England
Centre-Forward,25,Ecuador
Centre-Forward,28,Nigeria
Centre-Forward,25,Senegal
Centre-Forward,29,Croatia
Centre-Forward,27,Mali
Centre-Forward,18,England
Centre-Forward,20,England
