position,age,nationality
Goalkeeper,29,England
Goalkeeper,33,Chile
Goalkeeper,34,Argentina
Goalkeeper,20,England
Centre-Back,28,Argentina
Centre-Back,30,Belgium
Centre-Back,22,England
Centre-Back,25,France
Centre-Back,21,Belgium
Centre-Back,22,Spain
Centre-Back,18,England
Left-Back,30,Serbia
Left-Back,30,France
Left-Back,19,Ukraine
Left-Back,19,Spain
Right-Back,30,Spain
Right-Back,31,Argentina
Right-Back,33,France
Right-Back,18,Spain
Defensive Midfield,31,Brazil
Defensive Midfield,28,Brazil
Defensive Midfield,23,Argentina
Defensive Midfield,26,Australia
Defensive Midfield,19,Spain
Central Midfield,25,Germany
Central Midfield,33,Cote d'Ivoire
Central Midfield,26,England
Central Midfield,25,Australia
Central Midfield,16,England
Attacking Midfield,25,Belgium
Attacking Midfield,30,Spain
Attacking Midfield,29,France
Left Winger,20,Germany
Left Winger,29,Spain
Left Winger,19,Colombia
Left Winger,16,Spain
Right Winger,21,England
Right Winger,19,England
Centre-Forward,28,Argentina
Centre-Forward,27,Cote d'Ivoire
Centre-Forward,19,Brazil
Centre-Forward,19,Nigeria
Centre-Forward,19,Turkey
Centre-Forward,24,Spain
