position,age,nationality
Goalkeeper,28.0,Brazil
Goalkeeper,35.0,Italy
Goalkeeper,22.0,England
Goalkeeper,35.0,England
Goalkeeper,20.0,England
Centre-Back,23.0,Croatia
Centre-Back,29.0,England
Centre-Back,28.0,England
Centre-Back,25.0,England
Centre-Back,23.0,France
Centre-Back,22.0,Cameroon
Centre-Back,20.0,France
Left-Back,25.0,Cameroon
Left-Back,18.0,England
Right-Back,24.0,Scotland
Right-Back,30.0,Guadeloupe
Right-Back,20.0,England
Right-Back,19.0,England
Right-Back,16.0,England
Defensive Midfield,24.0,Honduras
Defensive Midfield,22.0,England
Defensive Midfield,19.0,England
Central Midfield,23.0,Croatia
Central Midfield,26.0,England
Central Midfield,22.0,England
Central Midfield,17.0,England
Right Midfield,24.0,England
Attacking Midfield,24.0,Croatia
Attacking Midfield,20.0,Morocco
Left Winger,17.0,DR Congo
Right Winger,22.0,England
Right Winger,19.0,Wales
Right Winger,17.0,England
Second Striker,20.0,Mexico
Centre-Forward,28.0,Ireland
Centre-Forward,26.0,England
Centre-Forward,27.0,Russia
Centre-Forward,28.0,England
Centre-Forward,30.0,Iceland
Centre-Forward,22.0,Ghana
Centre-Forward,15.0,England
