position,age,nationality
Goalkeeper,24,Spain
Goalkeeper,28,Argentina
Goalkeeper,33,Spain
Goalkeeper,22,England
Goalkeeper,19,Portugal
Goalkeeper,18,England
Centre-Back,25,Argentina
Centre-Back,25,Netherlands
Centre-Back,23,England
Centre-Back,25,England
Centre-Back,16,England
Centre-Back,17,Wales
Centre-Back,17,England
Left-Back,19,England
Left-Back,29,England
Left-Back,21,England
Left-Back,18,England
Right-Back,29,Ecuador
Right-Back,25,Italy
Right-Back,22,Uruguay
Right-Back,20,Scotland
Right-Back,18,England
Right-Back,17,Netherlands
Defensive Midfield,25,France
Defensive Midfield,33,England
Defensive Midfield,20,Northern Ireland
Central Midfield,30,Germany
Central Midfield,25,Spain
Central Midfield,27,Belgium
Central Midfield,20,England
Central Midfield,19,England
Left Midfield,19,England
Attacking Midfield,27,Spain
Attacking Midfield,21,England
Attacking Midfield,19,Brazil
Left Winger,19,France
Right Winger,20,Belgium
Right Winger,22,England
Centre-Forward,29,England
Centre-Forward,21,Netherlands
Centre-Forward,27,Mexico
Centre-Forward,19,England
Centre-Forward,22,England
Centre-Forward,17,England
