position,age,nationality
Goalkeeper,28.0,Czech Republic
Goalkeeper,25.0,England
Goalkeeper,34.0,Portugal
Centre-Back,29.0,England
Centre-Back,26.0,Serbia
Centre-Back,28.0,Brazil
Centre-Back,23.0,Brazil
Centre-Back,22.0,England
Centre-Back,18.0,Netherlands
Left-Back,29.0,England
Left-Back,20.0,England
Left-Back,19.0,Netherlands
Right-Back,27.0,Portugal
Right-Back,31.0,Portugal
Right-Back,18.0,Italy
Defensive Midfield,27.0,Ghana
Defensive Midfield,23.0,Nigeria
Defensive Midfield,15.0,England
Central Midfield,32.0,England
Central Midfield,23.0,Brazil
Central Midfield,19.0,England
Central Midfield,17.0,England
Central Midfield,17.0,England
Left Midfield,26.0,Russia
Left Winger,30.0,French Guiana
Left Winger,24.0,Cote d'Ivoire
Left Winger,19.0,DR Congo
Left Winger,19.0,Italy
Right Winger,30.0,Israel
Centre-Forward,26.0,Spain
Centre-Forward,32.0,Cote d'Ivoire
Centre-Forward,31.0,France
Centre-Forward,20.0,England
