position,age,nationality
Goalkeeper,28,England
Goalkeeper,25,Czech Republic
Goalkeeper,34,England
Goalkeeper,18,Czech Republic
Goalkeeper,20,Hungary
Centre-Back,29,England
Centre-Back,30,Australia
Centre-Back,28,Czech Republic
Centre-Back,28,Wales
Centre-Back,22,United States
Centre-Back,25,England
Centre-Back,24,Wales
Centre-Back,19,England
Centre-Back,18,England
Left-Back,26,DR Congo
Left-Back,27,Northern Ireland
Left-Back,22,Uruguay
Left-Back,19,England
Right-Back,18,England
Defensive Midfield,24,Martinique
Defensive Midfield,23,Switzerland
Defensive Midfield,29,England
Defensive Midfield,17,England
Central Midfield,27,England
Central Midfield,21,England
Central Midfield,31,England
Central Midfield,19,Wales
Right Midfield,29,England
Left Midfield,26,England
Left Midfield,30,Portugal
Left Winger,28,Wales
Left Winger,20,England
Left Winger,18,England
Right Winger,18,Germany
Right Winger,19,England
Second Striker,18,England
Centre-Forward,24,England
Centre-Forward,24,England
Centre-Forward,32,Italy
Centre-Forward,32,Spain
