position,age,nationality
Goalkeeper,27.0,Spain
Goalkeeper,27.0,Brazil
Goalkeeper,28.0,Australia
Goalkeeper,20.0,Denmark
Goalkeeper,20.0,Hungary
Centre-Back,32.0,England
Centre-Back,25.0,Slovakia
Centre-Back,25.0,Denmark
Centre-Back,30.0,Greece
Centre-Back,18.0,Scotland
Centre-Back,19.0,Spain
Centre-Back,17.0,England
Left-Back,30.0,Brazil
Left-Back,29.0,England
Left-Back,16.0,England
Right-Back,25.0,England
Right-Back,21.0,England
Right-Back,20.0,England
Right-Back,17.0,England
Right-Back,17.0,England
Defensive Midfield,26.0,Argentina
Defensive Midfield,23.0,Brazil
Defensive Midfield,30.0,Denmark
Defensive Midfield,21.0,England
Central Midfield,30.0,England
Central Midfield,25.0,Italy
Central Midfield,27.0,Portugal
Central Midfield,18.0,England
Attacking Midfield,28.0,England
Left Winger,29.0,Argentina
Left Winger,29.0,Serbia
Left Winger,23.0,Netherlands
Left Winger,19.0,Spain
Right Winger,29.0,Netherlands
Right Winger,18.0,England
Right Winger,19.0,England
Centre-Forward,26.0,Spain
Centre-Forward,23.0,Uruguay
Centre-Forward,21.0,France
Centre-Forward,21.0,England
Centre-Forward,19.0,England
Centre-Forward,18.0,Finland
