position,age,nationality
Goalkeeper,37,Germany
Goalkeeper,22,Poland
Goalkeeper,30,Spain
Goalkeeper,19,Italy
Centre-Back,26,Cote d'Ivoire
Centre-Back,29,France
Centre-Back,22,Switzerland
Centre-Back,20,Switzerland
Left-Back,21,France
Left-Back,17,Senegal
Left-Back,17,England
Right-Back,24,Cote d'Ivoire
Right-Back,24,France
Right-Back,22,Trinidad and Tobago
Right-Back,20,England
Right-Back,17,Trinidad and Tobago
Defensive Midfield,30,Brazil
Defensive Midfield,19,Brazil
Defensive Midfield,23,France
Defensive Midfield,22,France
Defensive Midfield,17,Norway
Defensive Midfield,19,Cameroon
Central Midfield,20,Spain
Central Midfield,21,France
Central Midfield,17,Spain
Central Midfield,17,England
Central Midfield,16,England
Attacking Midfield,26,Czech Republic
Attacking Midfield,26,Belarus
Attacking Midfield,17,Netherlands
Right Winger,18,England
Centre-Forward,23,Netherlands
Centre-Forward,23,Togo
Centre-Forward,24,Croatia
Centre-Forward,19,Denmark
