position,age,nationality
Goalkeeper,26,Brazil
Goalkeeper,31,Belgium
Goalkeeper,31,Hungary
Centre-Back,27,Netherlands
Centre-Back,22,England
Centre-Back,29,Croatia
Centre-Back,27,Cameroon
Left-Back,25,Scotland
Left-Back,26,Spain
Right-Back,20,England
Right-Back,28,England
Right-Back,23,England
Defensive Midfield,25,Brazil
Central Midfield,24,Guinea
Central Midfield,28,Netherlands
Central Midfield,25,England
Central Midfield,28,England
Central Midfield,33,England
Attacking Midfield,31,England
Left Winger,27,Senegal
Left Winger,19,Wales
Right Winger,26,Egypt
Right Winger,27,Switzerland
Right Winger,22,Wales
Centre-Forward,27,Brazil
Centre-Forward,29,England
Centre-Forward,24,Belgium
