position,age,nationality
Goalkeeper,32.0,Spain
Goalkeeper,24.0,Poland
Goalkeeper,21.0,Italy
Goalkeeper,19.0,Poland
Goalkeeper,18.0,England
Centre-Back,31.0,France
Centre-Back,23.0,Belgium
Centre-Back,24.0,Switzerland
Centre-Back,22.0,Switzerland
Centre-Back,34.0,England
Centre-Back,31.0,France
Centre-Back,18.0,England
Centre-Back,18.0,England
Left-Back,23.0,France
Left-Back,19.0,England
Left-Back,19.0,Senegal
Right-Back,26.0,France
Right-Back,26.0,Cote d'Ivoire
Right-Back,22.0,England
Right-Back,17.0,England
Defensive Midfield,21.0,Brazil
Defensive Midfield,21.0,Cameroon
Defensive Midfield,18.0,England
Defensive Midfield,17.0,Ghana
Defensive Midfield,18.0,France
Central Midfield,22.0,Spain
Central Midfield,23.0,France
Central Midfield,18.0,Wales
Central Midfield,17.0,England
Central Midfield,19.0,Spain
Central Midfield,19.0,England
Central Midfield,18.0,England
Central Midfield,17.0,Ireland
Attacking Midfield,22.0,France
Attacking Midfield,28.0,Czech Republic
Attacking Midfield,19.0,Netherlands
Left Winger,18.0,England
Right Winger,20.0,England
Right Winger,20.0,Mexico
Second Striker,28.0,Russia
Centre-Forward,25.0,Netherlands
Centre-Forward,26.0,Croatia
Centre-Forward,21.0,Denmark
Centre-Forward,18.0,England
Centre-Forward,18.0,Togo
