position,age,nationality
Goalkeeper,26,Poland
Goalkeeper,34,Spain
Goalkeeper,21,Poland
Goalkeeper,23,Italy
Goalkeeper,18,Argentina
Centre-Back,25,Belgium
Centre-Back,26,Germany
Centre-Back,25,France
Centre-Back,24,Switzerland
Centre-Back,30,France
Centre-Back,18,England
Centre-Back,18,Spain
Left-Back,21,England
Left-Back,21,Senegal
Left-Back,18,England
Right-Back,28,France
Right-Back,19,England
Defensive Midfield,23,Cameroon
Defensive Midfield,20,France
Defensive Midfield,20,England
Defensive Midfield,19,Ghana
Defensive Midfield,18,China
Central Midfield,29,Spain
Central Midfield,19,England
Central Midfield,25,France
Central Midfield,20,Wales
Central Midfield,17,England
Central Midfield,20,England
Central Midfield,18,Turkey
Attacking Midfield,24,France
Attacking Midfield,30,Czech Republic
Attacking Midfield,28,Brazil
Left Winger,24,Cote d'Ivoire
Left Winger,20,England
Right Winger,22,England
Right Winger,31,Israel
Right Winger,18,Japan
Second Striker,30,Russia
Centre-Forward,27,Netherlands
Centre-Forward,27,Morocco
Centre-Forward,23,Denmark
Centre-Forward,25,"Korea, South"
Centre-Forward,33,France
Centre-Forward,20,Togo
Centre-Forward,17,England
