position,age,nationality
Goalkeeper,37,Netherlands
Goalkeeper,26,Poland
Goalkeeper,25,England
Goalkeeper,19,Germany
Goalkeeper,18,England
Centre-Back,29,England
Centre-Back,26,Serbia
Centre-Back,28,England
Centre-Back,27,Ireland
Centre-Back,20,Northern Ireland
Centre-Back,19,Wales
Left-Back,27,France
Right-Back,33,England
Right-Back,19,Belgium
Right-Back,20,Scotland
Right-Back,19,England
Right-Back,17,Brazil
Right-Back,17,Brazil
Defensive Midfield,27,England
Defensive Midfield,26,England
Central Midfield,20,Brazil
Central Midfield,33,England
Central Midfield,24,Scotland
Central Midfield,20,Ireland
Central Midfield,18,England
Central Midfield,18,England
Central Midfield,17,Northern Ireland
Central Midfield,16,England
Central Midfield,19,Italy
Left Midfield,34,Wales
Attacking Midfield,27,"Korea, South"
Attacking Midfield,21,England
Left Winger,23,Portugal
Left Winger,21,Portugal
Right Winger,21,Serbia
Second Striker,24,Argentina
Centre-Forward,22,England
Centre-Forward,27,Bulgaria
Centre-Forward,25,Angola
Centre-Forward,20,England
Centre-Forward,17,England
Centre-Forward,16,Italy
