position,age,nationality
Goalkeeper,25,England
Goalkeeper,27,Northern Ireland
Goalkeeper,27,England
Goalkeeper,21,England
Goalkeeper,19,England
Centre-Back,25,Cameroon
Centre-Back,28,England
Centre-Back,22,England
Centre-Back,26,Scotland
Centre-Back,26,England
Centre-Back,27,England
Left-Back,26,England
Left-Back,27,Spain
Right-Back,28,Scotland
Defensive Midfield,26,Norway
Defensive Midfield,21,England
Central Midfield,24,England
Central Midfield,25,England
Central Midfield,25,England
Central Midfield,28,England
Central Midfield,22,England
Central Midfield,29,Scotland
Right Midfield,23,Jamaica
Right Midfield,20,England
Attacking Midfield,30,Ireland
Left Winger,24,Ireland
Left Winger,17,England
Right Winger,24,Scotland
Centre-Forward,31,England
Centre-Forward,28,Wales
Centre-Forward,23,England
Centre-Forward,25,Canada
Centre-Forward,28,Argentina
Centre-Forward,23,Scotland
Centre-Forward,27,Sierra Leone
Centre-Forward,18,England
