position,age,nationality
Goalkeeper,27.0,Scotland
Goalkeeper,22.0,Belgium
Goalkeeper,22.0,Northern Ireland
Centre-Back,26.0,England
Centre-Back,27.0,Ghana
Centre-Back,25.0,England
Centre-Back,23.0,England
Centre-Back,28.0,England
Centre-Back,27.0,Argentina
Centre-Back,30.0,Paraguay
Centre-Back,29.0,Jamaica
Centre-Back,26.0,England
Centre-Back,21.0,France
Centre-Back,17.0,England
Left-Back,25.0,England
Left-Back,29.0,Northern Ireland
Left-Back,18.0,England
Right-Back,25.0,Scotland
Right-Back,22.0,Egypt
Defensive Midfield,22.0,England
Defensive Midfield,27.0,Paraguay
Defensive Midfield,20.0,England
Defensive Midfield,19.0,Philippines
Central Midfield,25.0,Ghana
Central Midfield,30.0,France
Central Midfield,20.0,England
Central Midfield,21.0,Ireland
Central Midfield,17.0,England
Left Midfield,27.0,Ireland
Attacking Midfield,26.0,Benin
Left Winger,33.0,Netherlands
Second Striker,20.0,England
Centre-Forward,26.0,England
Centre-Forward,24.0,Ghana
Centre-Forward,22.0,England
Centre-Forward,19.0,England
Centre-Forward,20.0,England
Centre-Forward,19.0,England
Centre-Forward,18.0,England
