position,age,nationality
Goalkeeper,24,Spain
Goalkeeper,35,United States
Goalkeeper,18,England
Centre-Back,31,England
Centre-Back,20,England
Centre-Back,31,Paraguay
Centre-Back,36,France
Centre-Back,20,England
Left-Back,29,England
Left-Back,24,Costa Rica
Left-Back,21,England
Left-Back,18,England
Right-Back,25,Ireland
Right-Back,33,England
Right-Back,18,Wales
Right-Back,17,England
Defensive Midfield,33,England
Defensive Midfield,21,Bosnia-Herzegovina
Central Midfield,23,Ireland
Central Midfield,20,England
Central Midfield,26,Ireland
Central Midfield,33,England
Central Midfield,20,England
Central Midfield,22,Guinea-Bissau
Central Midfield,19,England
Central Midfield,16,England
Central Midfield,17,England
Attacking Midfield,16,England
Left Winger,22,Ghana
Left Winger,28,Ireland
Left Winger,32,South Africa
Right Winger,27,England
Right Winger,26,Belgium
Second Striker,27,Scotland
Centre-Forward,21,Belgium
Centre-Forward,33,Cameroon
Centre-Forward,30,Cote d'Ivoire
Centre-Forward,19,England
Centre-Forward,18,England
Centre-Forward,21,England
