position,age,nationality
Goalkeeper,28,England
Goalkeeper,23,Ireland
Goalkeeper,18,England
Centre-Back,31,Ireland
Centre-Back,24,Scotland
Centre-Back,27,France
Centre-Back,33,England
Centre-Back,21,Scotland
Centre-Back,24,Jamaica
Centre-Back,24,Wales
Left-Back,24,Northern Ireland
Left-Back,18,England
Right-Back,25,England
Right-Back,20,Trinidad and Tobago
Central Midfield,28,Ireland
Central Midfield,24,Argentina
Central Midfield,28,Wales
Central Midfield,26,England
Central Midfield,23,England
Central Midfield,19,England
Central Midfield,19,Scotland
Left Midfield,21,Scotland
Attacking Midfield,23,Ireland
Centre-Forward,22,England
Centre-Forward,20,France
Centre-Forward,24,Scotland
Centre-Forward,27,Scotland
Centre-Forward,21,Ireland
Centre-Forward,22,Ireland
Centre-Forward,20,England
