position,age,nationality
Goalkeeper,27,Germany
Goalkeeper,37,Czech Republic
Goalkeeper,26,Argentina
Goalkeeper,24,England
Goalkeeper,24,North Macedonia
Centre-Back,27,Germany
Centre-Back,31,Greece
Centre-Back,24,England
Centre-Back,23,England
Centre-Back,33,France
Centre-Back,21,Greece
Centre-Back,21,Poland
Left-Back,25,Bosnia-Herzegovina
Left-Back,33,Spain
Right-Back,24,Spain
Right-Back,27,England
Right-Back,35,Switzerland
Defensive Midfield,23,Uruguay
Defensive Midfield,26,Switzerland
Defensive Midfield,26,Egypt
Central Midfield,28,Wales
Central Midfield,20,France
Central Midfield,25,Spain
Right Midfield,21,England
Attacking Midfield,30,Germany
Attacking Midfield,30,Armenia
Left Winger,23,Nigeria
Centre-Forward,29,Gabon
Centre-Forward,28,France
Centre-Forward,28,England
Centre-Forward,20,England
