position,age,nationality
Goalkeeper,38.0,United States
Goalkeeper,24.0,United States
Goalkeeper,34.0,England
Centre-Back,29.0,Ireland
Centre-Back,27.0,Spain
Centre-Back,24.0,England
Centre-Back,25.0,Wales
Centre-Back,20.0,Australia
Centre-Back,19.0,Ireland
Left-Back,23.0,England
Left-Back,28.0,England
Left-Back,27.0,England
Left-Back,31.0,Netherlands
Right-Back,29.0,England
Right-Back,31.0,Senegal
Defensive Midfield,25.0,England
Defensive Midfield,21.0,England
Central Midfield,23.0,England
Central Midfield,29.0,Bulgaria
Central Midfield,26.0,England
Central Midfield,22.0,England
Central Midfield,19.0,England
Central Midfield,19.0,Scotland
Right Midfield,19.0,England
Left Midfield,24.0,England
Attacking Midfield,26.0,Togo
Centre-Forward,22.0,England
Centre-Forward,29.0,Norway
Centre-Forward,31.0,England
Centre-Forward,29.0,England
Centre-Forward,18.0,England
