position,age,nationality
Goalkeeper,28,England
Goalkeeper,26,Wales
Goalkeeper,23,England
Centre-Back,26,France
Centre-Back,24,Congo
Centre-Back,30,New Zealand
Centre-Back,33,Netherlands
Centre-Back,27,South Africa
Centre-Back,26,Georgia
Centre-Back,17,Ireland
Left-Back,26,England
Left-Back,20,Sweden
Right-Back,27,Ireland
Right-Back,21,England
Right-Back,20,Northern Ireland
Defensive Midfield,31,Switzerland
Defensive Midfield,37,Turkey
Central Midfield,26,Norway
Central Midfield,28,Australia
Central Midfield,23,Scotland
Central Midfield,27,Ireland
Central Midfield,20,Scotland
Right Midfield,29,Australia
Right Midfield,19,England
Right Midfield,17,Ireland
Left Midfield,19,Ireland
Left Midfield,19,Ireland
Attacking Midfield,28,England
Attacking Midfield,22,Chile
Left Winger,18,England
Centre-Forward,30,South Africa
Centre-Forward,26,Paraguay
Centre-Forward,27,Senegal
Centre-Forward,22,England
Centre-Forward,33,England
Centre-Forward,30,Grenada
