position,age,nationality
Goalkeeper,31.0,United States
Goalkeeper,27.0,Slovakia
Goalkeeper,26.0,Scotland
Centre-Back,27.0,England
Centre-Back,26.0,Netherlands
Centre-Back,32.0,France
Centre-Back,18.0,Ireland
Centre-Back,18.0,Germany
Centre-Back,18.0,DR Congo
Left-Back,25.0,England
Right-Back,33.0,England
Right-Back,29.0,England
Right-Back,21.0,Ireland
Defensive Midfield,19.0,England
Central Midfield,22.0,Belgium
Central Midfield,28.0,Spain
Central Midfield,29.0,England
Central Midfield,16.0,England
Central Midfield,18.0,England
Attacking Midfield,30.0,Australia
Attacking Midfield,25.0,Russia
Attacking Midfield,18.0,England
Left Winger,28.0,South Africa
Centre-Forward,27.0,Nigeria
Centre-Forward,31.0,France
Centre-Forward,22.0,Nigeria
Centre-Forward,21.0,England
Centre-Forward,26.0,Jamaica
Centre-Forward,19.0,Senegal
Centre-Forward,20.0,Portugal
Centre-Forward,18.0,Greece
Centre-Forward,17.0,England
