position,age,nationality
Goalkeeper,25,Bosnia-Herzegovina
Goalkeeper,19,England
Goalkeeper,36,Denmark
Goalkeeper,38,England
Centre-Back,27,Germany
Centre-Back,24,England
Centre-Back,24,Ireland
Centre-Back,33,England
Right-Back,27,England
Right-Back,23,England
Defensive Midfield,27,Honduras
Defensive Midfield,23,France
Defensive Midfield,28,Ireland
Defensive Midfield,26,United States
Defensive Midfield,26,United States
Central Midfield,26,Scotland
Central Midfield,30,England
Central Midfield,21,Scotland
Central Midfield,35,Ireland
Central Midfield,19,Belgium
Left Midfield,30,England
Left Midfield,22,United States
Left Winger,26,England
Right Winger,28,Ireland
Right Winger,29,England
Centre-Forward,31,England
Centre-Forward,27,Trinidad and Tobago
Centre-Forward,25,England
Centre-Forward,32,England
Centre-Forward,32,Mali
