position,age,nationality
Goalkeeper,27,Netherlands
Goalkeeper,29,Portugal
Goalkeeper,32,Germany
Centre-Back,29,Greece
Centre-Back,26,Wales
Centre-Back,32,England
Centre-Back,28,England
Centre-Back,19,France
Centre-Back,19,England
Centre-Back,19,Wales
Left-Back,27,Argentina
Left-Back,22,Wales
Right-Back,28,Spain
Right-Back,20,Wales
Right-Back,19,Wales
Right-Back,22,England
Defensive Midfield,24,Curacao
Central Midfield,18,England
Central Midfield,28,England
Central Midfield,29,Netherlands
Central Midfield,32,England
Central Midfield,26,Spain
Central Midfield,21,Wales
Central Midfield,19,Wales
Right Midfield,23,England
Left Midfield,22,England
Attacking Midfield,21,Iceland
Left Winger,26,England
Left Winger,18,Wales
Right Winger,23,England
Centre-Forward,25,England
Centre-Forward,25,England
Centre-Forward,26,England
Centre-Forward,28,Scotland
