position,age,nationality
Goalkeeper,34.0,Ireland
Goalkeeper,23.0,England
Goalkeeper,29.0,England
Goalkeeper,27.0,Colombia
Centre-Back,29.0,Cote d'Ivoire
Centre-Back,21.0,Germany
Centre-Back,27.0,England
Centre-Back,24.0,Belgium
Centre-Back,23.0,England
Centre-Back,19.0,Belgium
Centre-Back,17.0,Albania
Centre-Back,20.0,England
Left-Back,24.0,Serbia
Left-Back,29.0,England
Left-Back,20.0,Northern Ireland
Left-Back,19.0,Ireland
Left-Back,19.0,England
Right-Back,22.0,England
Right-Back,25.0,Argentina
Right-Back,22.0,England
Right-Back,21.0,England
Right-Back,18.0,England
Right-Back,18.0,Norway
Defensive Midfield,29.0,England
Defensive Midfield,25.0,Netherlands
Defensive Midfield,34.0,France
Defensive Midfield,22.0,England
Central Midfield,27.0,Cote d'Ivoire
Central Midfield,24.0,England
Central Midfield,19.0,Norway
Central Midfield,20.0,England
Central Midfield,17.0,Cote d'Ivoire
Attacking Midfield,24.0,Spain
Left Winger,30.0,Wales
Left Winger,20.0,Slovakia
Right Winger,28.0,England
Right Winger,22.0,England
Second Striker,26.0,Argentina
Centre-Forward,24.0,Bosnia-Herzegovina
Centre-Forward,26.0,Togo
Centre-Forward,19.0,Italy
Centre-Forward,28.0,Paraguay
Centre-Forward,23.0,Brazil
Centre-Forward,19.0,England
Centre-Forward,18.0,Sweden
