position,age,nationality
Goalkeeper,34,England
Goalkeeper,33,Belgium
Goalkeeper,26,England
Goalkeeper,18,Denmark
Centre-Back,27,France
Centre-Back,25,Ireland
Centre-Back,30,Guadeloupe
Centre-Back,27,China
Centre-Back,23,Denmark
Centre-Back,23,England
Centre-Back,18,England
Centre-Back,18,England
Left-Back,29,Wales
Right-Back,28,England
Right-Back,17,England
Defensive Midfield,26,Finland
Central Midfield,31,United States
Central Midfield,22,England
Central Midfield,20,Ireland
Right Midfield,20,England
Attacking Midfield,30,France
Attacking Midfield,18,Ireland
Left Winger,32,England
Left Winger,23,Spain
Left Winger,27,Netherlands
Left Winger,20,Greece
Centre-Forward,25,England
Centre-Forward,33,England
Centre-Forward,30,England
Centre-Forward,20,England
Centre-Forward,18,England
