position,age,nationality
Goalkeeper,27,Spain
Goalkeeper,39,Finland
Goalkeeper,21,Switzerland
Centre-Back,25,New Zealand
Centre-Back,25,England
Centre-Back,30,Wales
Centre-Back,21,Canada
Centre-Back,17,England
Centre-Back,15,England
Centre-Back,17,England
Left-Back,24,England
Left-Back,20,England
Left-Back,18,England
Right-Back,22,England
Right-Back,28,Ireland
Right-Back,33,Cote d'Ivoire
Defensive Midfield,26,Cameroon
Defensive Midfield,24,Senegal
Central Midfield,27,Senegal
Central Midfield,27,England
Central Midfield,19,Uruguay
Central Midfield,21,United States
Central Midfield,18,Ireland
Left Midfield,29,England
Attacking Midfield,32,England
Attacking Midfield,21,Jamaica
Attacking Midfield,32,Brazil
Left Winger,28,England
Right Winger,29,France
Right Winger,27,Portugal
Second Striker,27,Argentina
Centre-Forward,25,England
Centre-Forward,24,Senegal
Centre-Forward,24,Ecuador
Centre-Forward,30,England
Centre-Forward,19,England
