position,age,nationality
Goalkeeper,27,Brazil
Goalkeeper,36,Spain
Goalkeeper,34,Italy
Goalkeeper,21,England
Goalkeeper,17,Sweden
Centre-Back,22,Croatia
Centre-Back,27,England
Centre-Back,24,England
Centre-Back,28,England
Centre-Back,29,Portugal
Centre-Back,19,France
Left-Back,24,Cameroon
Left-Back,17,England
Right-Back,23,Scotland
Right-Back,29,Guadeloupe
Right-Back,18,Wales
Right-Back,17,England
Defensive Midfield,27,Cote d'Ivoire
Defensive Midfield,21,England
Defensive Midfield,23,Honduras
Defensive Midfield,17,England
Central Midfield,22,Croatia
Central Midfield,25,England
Central Midfield,32,Brazil
Central Midfield,26,Egypt
Central Midfield,21,England
Central Midfield,16,Trinidad and Tobago
Central Midfield,16,England
Central Midfield,17,England
Right Midfield,23,England
Attacking Midfield,19,Morocco
Right Winger,21,England
Right Winger,18,Wales
Right Winger,16,England
Second Striker,19,Mexico
Centre-Forward,27,Bulgaria
Centre-Forward,27,Ireland
Centre-Forward,24,England
Centre-Forward,25,England
Centre-Forward,26,Russia
Centre-Forward,21,Ghana
Centre-Forward,20,England
Centre-Forward,17,England
