position,age,nationality
Goalkeeper,32,Denmark
Goalkeeper,29,England
Centre-Back,30,Senegal
Centre-Back,29,Gibraltar
Centre-Back,28,Guyana
Centre-Back,20,England
Centre-Back,27,Senegal
Centre-Back,23,England
Left-Back,34,Scotland
Left-Back,25,England
Left-Back,21,England
Left-Back,24,Jamaica
Right-Back,24,Ireland
Right-Back,29,England
Right-Back,24,England
Right-Back,19,Belgium
Right-Back,23,England
Right-Back,19,England
Defensive Midfield,31,Senegal
Defensive Midfield,31,Senegal
Defensive Midfield,24,Ireland
Defensive Midfield,17,England
Central Midfield,28,Nigeria
Central Midfield,31,Ireland
Central Midfield,21,England
Central Midfield,25,England
Left Midfield,26,England
Left Midfield,18,England
Attacking Midfield,26,Ireland
Centre-Forward,30,England
Centre-Forward,28,England
Centre-Forward,31,Senegal
Centre-Forward,28,Jamaica
Centre-Forward,30,England
Centre-Forward,25,France
Centre-Forward,28,Mali
Centre-Forward,26,England
Centre-Forward,18,England
