position,age,nationality
Goalkeeper,29.0,England
Goalkeeper,28.0,Oman
Goalkeeper,38.0,England
Goalkeeper,17.0,England
Centre-Back,28.0,Scotland
Centre-Back,27.0,Paraguay
Centre-Back,29.0,Scotland
Centre-Back,29.0,Cote d'Ivoire
Centre-Back,23.0,Spain
Centre-Back,19.0,England
Centre-Back,18.0,Spain
Left-Back,27.0,Honduras
Left-Back,19.0,England
Right-Back,26.0,Netherlands
Right-Back,30.0,Barbados
Right-Back,18.0,England
Defensive Midfield,25.0,Honduras
Central Midfield,23.0,Senegal
Central Midfield,24.0,England
Central Midfield,25.0,Spain
Central Midfield,22.0,Scotland
Central Midfield,19.0,Ireland
Central Midfield,20.0,England
Central Midfield,17.0,England
Attacking Midfield,30.0,Wales
Attacking Midfield,19.0,England
Left Winger,26.0,Netherlands
Right Winger,24.0,France
Right Winger,19.0,Nigeria
Right Winger,19.0,England
Centre-Forward,25.0,Argentina
Centre-Forward,24.0,Colombia
Centre-Forward,21.0,Argentina
Centre-Forward,31.0,Trinidad and Tobago
Centre-Forward,23.0,Ireland
