position,age,nationality
Goalkeeper,30,Brazil
Goalkeeper,40,United States
Goalkeeper,37,Italy
Centre-Back,25,Croatia
Centre-Back,27,England
Centre-Back,25,France
Centre-Back,33,France
Centre-Back,24,Cameroon
Centre-Back,30,England
Centre-Back,33,New Zealand
Centre-Back,24,South Africa
Centre-Back,19,England
Left-Back,27,Cameroon
Left-Back,20,England
Right-Back,22,England
Right-Back,21,England
Right-Back,20,England
Right-Back,18,England
Right-Back,17,England
Defensive Midfield,24,England
Defensive Midfield,22,Brazil
Defensive Midfield,21,England
Defensive Midfield,18,England
Defensive Midfield,17,England
Central Midfield,25,Croatia
Central Midfield,30,England
Central Midfield,28,England
Central Midfield,19,Trinidad and Tobago
Central Midfield,19,England
Central Midfield,18,Australia
Central Midfield,19,England
Right Midfield,26,England
Attacking Midfield,28,Netherlands
Attacking Midfield,26,Croatia
Attacking Midfield,18,England
Left Winger,29,South Africa
Left Winger,23,Jamaica
Left Winger,18,Spain
Right Winger,21,Wales
Right Winger,24,England
Right Winger,21,Spain
Right Winger,19,England
Second Striker,22,Mexico
Centre-Forward,28,England
Centre-Forward,27,Togo
Centre-Forward,30,England
Centre-Forward,29,Russia
Centre-Forward,32,France
Centre-Forward,17,England
Centre-Forward,18,England
