position,age,nationality
Goalkeeper,26,England
Goalkeeper,39,Australia
Goalkeeper,22,Philippines
Goalkeeper,27,Hungary
Centre-Back,31,Norway
Centre-Back,27,Switzerland
Centre-Back,32,Northern Ireland
Centre-Back,25,Algeria
Left-Back,27,England
Left-Back,31,Norway
Left-Back,21,Guyana
Right-Back,26,Bulgaria
Right-Back,29,Germany
Right-Back,28,Ireland
Right-Back,18,Scotland
Defensive Midfield,31,Mali
Defensive Midfield,30,Northern Ireland
Defensive Midfield,26,Cameroon
Defensive Midfield,20,Ghana
Defensive Midfield,29,Senegal
Central Midfield,24,Belgium
Central Midfield,26,Netherlands
Central Midfield,20,Switzerland
Central Midfield,29,England
Central Midfield,35,Greece
Central Midfield,20,England
Right Midfield,33,Ireland
Right Midfield,32,Wales
Left Midfield,20,Sweden
Attacking Midfield,26,Costa Rica
Left Winger,18,Turkey
Left Winger,18,England
Right Winger,25,Iran
Centre-Forward,31,Bulgaria
Centre-Forward,31,Croatia
Centre-Forward,26,Colombia
Centre-Forward,19,Italy
