position,age,nationality
Goalkeeper,25,Spain
Goalkeeper,25,Cameroon
Goalkeeper,25,Brazil
Goalkeeper,18,Denmark
Goalkeeper,18,Hungary
Centre-Back,30,England
Centre-Back,23,Denmark
Centre-Back,23,Slovakia
Centre-Back,34,Finland
Left-Back,28,Brazil
Left-Back,19,Argentina
Right-Back,25,Spain
Right-Back,25,Switzerland
Right-Back,19,England
Right-Back,18,England
Defensive Midfield,24,Argentina
Defensive Midfield,26,Spain
Defensive Midfield,21,Brazil
Defensive Midfield,19,England
Defensive Midfield,20,France
Central Midfield,28,England
Left Midfield,26,Italy
Left Winger,21,Netherlands
Left Winger,26,Spain
Right Winger,27,Netherlands
Right Winger,25,England
Right Winger,28,Israel
Right Winger,21,Morocco
Second Striker,28,Ukraine
Centre-Forward,24,Spain
Centre-Forward,27,Ireland
Centre-Forward,19,France
Centre-Forward,19,Hungary
