position,age,nationality
Goalkeeper,34,Spain
Goalkeeper,31,United States
Goalkeeper,27,Spain
Goalkeeper,23,England
Goalkeeper,37,Greece
Centre-Back,21,England
Centre-Back,26,Colombia
Centre-Back,23,England
Centre-Back,25,Spain
Centre-Back,18,England
Left-Back,28,England
Left-Back,22,England
Right-Back,29,Spain
Right-Back,25,Brazil
Right-Back,26,Equatorial Guinea
Right-Back,30,England
Defensive Midfield,27,England
Defensive Midfield,21,Belgium
Central Midfield,25,Netherlands
Central Midfield,24,England
Central Midfield,30,England
Central Midfield,30,Algeria
Left Midfield,31,England
Left Midfield,23,England
Attacking Midfield,25,Uruguay
Left Winger,22,Denmark
Left Winger,24,Uruguay
Right Winger,20,Spain
Right Winger,28,Ghana
Centre-Forward,26,Scotland
Centre-Forward,30,Spain
Centre-Forward,27,Benin
Centre-Forward,22,England
Centre-Forward,29,Uruguay
Centre-Forward,31,England
