position,age,nationality
Goalkeeper,39.0,United States
Goalkeeper,25.0,United States
Goalkeeper,35.0,England
Centre-Back,30.0,Ireland
Centre-Back,28.0,Spain
Centre-Back,25.0,England
Centre-Back,26.0,Wales
Centre-Back,21.0,Australia
Centre-Back,20.0,Ireland
Centre-Back,19.0,England
Left-Back,24.0,England
Left-Back,28.0,England
Right-Back,30.0,England
Right-Back,20.0,England
Right-Back,32.0,Senegal
Right-Back,21.0,United States
Defensive Midfield,27.0,Cameroon
Defensive Midfield,26.0,England
Defensive Midfield,22.0,England
Defensive Midfield,21.0,Australia
Central Midfield,24.0,England
Central Midfield,30.0,Bulgaria
Central Midfield,22.0,United States
Central Midfield,27.0,England
Central Midfield,20.0,England
Central Midfield,20.0,Scotland
Central Midfield,21.0,England
Central Midfield,17.0,Jamaica
Right Midfield,20.0,England
Left Midfield,25.0,England
Left Midfield,36.0,France
Attacking Midfield,23.0,Ireland
Attacking Midfield,27.0,Togo
Right Winger,18.0,Austria
Centre-Forward,23.0,England
Centre-Forward,26.0,England
Centre-Forward,30.0,Norway
Centre-Forward,32.0,England
Centre-Forward,19.0,England
