position,age,nationality
Goalkeeper,25,Spain
Goalkeeper,36,United States
Goalkeeper,19,Czech Republic
Centre-Back,21,England
Centre-Back,32,England
Centre-Back,24,Argentina
Centre-Back,18,England
Centre-Back,20,England
Centre-Back,21,England
Left-Back,30,England
Left-Back,25,Costa Rica
Left-Back,22,England
Left-Back,19,England
Right-Back,26,Ireland
Right-Back,34,England
Right-Back,26,Brazil
Right-Back,18,England
Defensive Midfield,22,Bosnia-Herzegovina
Defensive Midfield,34,England
Defensive Midfield,17,England
Central Midfield,24,Ireland
Central Midfield,21,England
Central Midfield,25,England
Central Midfield,27,Ireland
Central Midfield,34,England
Central Midfield,20,England
Central Midfield,17,England
Attacking Midfield,17,England
Left Winger,29,Ireland
Left Winger,33,South Africa
Right Winger,27,Belgium
Right Winger,21,Spain
Right Winger,28,England
Second Striker,28,Scotland
Centre-Forward,22,Belgium
Centre-Forward,25,Senegal
Centre-Forward,31,Cote d'Ivoire
Centre-Forward,22,Uruguay
Centre-Forward,22,England
