position,age,nationality
Goalkeeper,28.0,Ireland
Goalkeeper,25.0,Italy
Goalkeeper,26.0,Argentina
Goalkeeper,19.0,England
Goalkeeper,19.0,England
Centre-Back,26.0,France
Centre-Back,24.0,Czech Republic
Centre-Back,32.0,Ireland
Centre-Back,31.0,Spain
Centre-Back,26.0,France
Centre-Back,33.0,England
Centre-Back,24.0,Argentina
Left-Back,22.0,Spain
Right-Back,28.0,Scotland
Right-Back,20.0,England
Defensive Midfield,24.0,"Korea, South"
Defensive Midfield,23.0,England
Defensive Midfield,25.0,England
Defensive Midfield,23.0,Senegal
Defensive Midfield,30.0,Wales
Defensive Midfield,24.0,Scotland
Defensive Midfield,24.0,Switzerland
Defensive Midfield,20.0,France
Central Midfield,26.0,England
Central Midfield,28.0,Sweden
Central Midfield,18.0,England
Left Midfield,28.0,Italy
Left Midfield,31.0,Italy
Attacking Midfield,29.0,Benin
Left Winger,22.0,Italy
Right Winger,25.0,England
Right Winger,19.0,Greece
Right Winger,19.0,Sweden
Right Winger,19.0,England
Centre-Forward,26.0,Scotland
Centre-Forward,28.0,Argentina
Centre-Forward,20.0,England
Centre-Forward,23.0,United States
Centre-Forward,22.0,"Korea, South"
