position,age,nationality
Goalkeeper,23,England
Goalkeeper,26,Australia
Goalkeeper,17,England
Centre-Back,25,Austria
Centre-Back,23,Germany
Centre-Back,27,England
Centre-Back,21,England
Centre-Back,21,England
Centre-Back,20,England
Centre-Back,19,Australia
Centre-Back,20,England
Left-Back,21,England
Left-Back,20,England
Left-Back,18,England
Right-Back,23,Trinidad and Tobago
Right-Back,22,England
Midfielder,18,England
Defensive Midfield,21,France
Defensive Midfield,26,Egypt
Central Midfield,25,England
Central Midfield,27,Argentina
Central Midfield,19,England
Left Midfield,23,England
Left Winger,26,Turkey
Left Winger,18,England
Right Winger,20,England
Right Winger,20,England
Centre-Forward,27,Brazil
Centre-Forward,25,Egypt
Centre-Forward,25,France
Centre-Forward,28,Jamaica
Centre-Forward,20,Netherlands
Centre-Forward,21,England
