position,age,nationality
Goalkeeper,34,United States
Goalkeeper,28,Finland
Centre-Back,27,Australia
Centre-Back,34,Italy
Centre-Back,23,Georgia
Centre-Back,30,England
Centre-Back,27,New Zealand
Centre-Back,24,South Africa
Left-Back,31,Scotland
Left-Back,27,Slovakia
Left-Back,30,England
Right-Back,24,Ireland
Defensive Midfield,34,Turkey
Central Midfield,32,England
Central Midfield,30,Wales
Central Midfield,23,Norway
Central Midfield,20,Scotland
Right Midfield,26,Australia
Right Midfield,27,England
Right Midfield,20,England
Left Midfield,18,Germany
Left Winger,25,Wales
Right Winger,20,United States
Second Striker,20,France
Centre-Forward,32,Scotland
Centre-Forward,27,England
Centre-Forward,28,Finland
