position,age,nationality
Goalkeeper,26,England
Goalkeeper,35,England
Goalkeeper,33,England
Goalkeeper,18,England
Centre-Back,26,England
Centre-Back,31,Norway
Centre-Back,25,England
Centre-Back,27,Austria
Centre-Back,22,Sweden
Centre-Back,18,England
Left-Back,28,Sweden
Left-Back,24,Honduras
Right-Back,30,Netherlands
Right-Back,21,Ecuador
Right-Back,27,Barbados
Right-Back,22,England
Defensive Midfield,19,Poland
Defensive Midfield,22,Honduras
Central Midfield,31,Netherlands
Central Midfield,30,England
Central Midfield,31,Australia
Central Midfield,18,England
Right Midfield,17,Poland
Left Midfield,30,Ireland
Left Midfield,26,Cameroon
Left Midfield,23,Netherlands
Attacking Midfield,32,France
Attacking Midfield,27,Wales
Right Winger,19,Wales
Centre-Forward,30,Senegal
Centre-Forward,29,England
Centre-Forward,29,England
Centre-Forward,27,Jamaica
Centre-Forward,25,Nigeria
Centre-Forward,24,Ireland
