position,age,nationality
Goalkeeper,27,France
Goalkeeper,30,Netherlands
Goalkeeper,43,United States
Goalkeeper,21,Scotland
Goalkeeper,18,England
Centre-Back,27,Belgium
Centre-Back,24,Romania
Centre-Back,30,England
Centre-Back,28,France
Centre-Back,27,Argentina
Centre-Back,23,France
Centre-Back,27,South Africa
Centre-Back,22,England
Centre-Back,18,England
Centre-Back,18,Serbia
Left-Back,23,England
Left-Back,21,Wales
Right-Back,24,England
Right-Back,25,England
Right-Back,20,United States
Defensive Midfield,25,Brazil
Defensive Midfield,25,France
Defensive Midfield,20,England
Central Midfield,26,Belgium
Central Midfield,25,Brazil
Central Midfield,22,England
Central Midfield,19,Algeria
Central Midfield,23,England
Central Midfield,18,England
Attacking Midfield,22,Denmark
Attacking Midfield,23,Germany
Attacking Midfield,18,England
Attacking Midfield,21,England
Attacking Midfield,17,England
Left Winger,24,Belgium
Left Winger,21,Spain
Right Winger,22,Argentina
Right Winger,27,England
Right Winger,22,England
Centre-Forward,29,Spain
Centre-Forward,30,Togo
Centre-Forward,20,England
