position,age,nationality
Goalkeeper,37,England
Goalkeeper,27,England
Goalkeeper,21,Bosnia-Herzegovina
Centre-Back,30,France
Centre-Back,22,France
Centre-Back,33,England
Centre-Back,33,Iceland
Centre-Back,29,France
Centre-Back,28,Mali
Centre-Back,34,England
Centre-Back,21,England
Centre-Back,20,Ireland
Left-Back,26,Algeria
Left-Back,18,Senegal
Right-Back,31,Cameroon
Right-Back,23,England
Defensive Midfield,23,France
Defensive Midfield,30,Senegal
Defensive Midfield,28,England
Defensive Midfield,29,Portugal
Defensive Midfield,29,England
Defensive Midfield,32,Greece
Defensive Midfield,29,Scotland
Defensive Midfield,23,DR Congo
Central Midfield,20,Portugal
Attacking Midfield,23,Croatia
Left Winger,26,Nigeria
Left Winger,25,England
Right Winger,25,England
Right Winger,32,England
Centre-Forward,27,England
Centre-Forward,25,England
Centre-Forward,28,Greece
Centre-Forward,23,England
Centre-Forward,31,Nigeria
Centre-Forward,18,Israel
