position,age,nationality
Goalkeeper,27.0,Czech Republic
Goalkeeper,24.0,England
Goalkeeper,33.0,Portugal
Goalkeeper,19.0,Wales
Goalkeeper,18.0,Czech Republic
Centre-Back,28.0,England
Centre-Back,31.0,Portugal
Centre-Back,27.0,Brazil
Centre-Back,25.0,Serbia
Centre-Back,21.0,England
Centre-Back,17.0,Netherlands
Left-Back,28.0,England
Left-Back,18.0,Netherlands
Right-Back,26.0,Portugal
Right-Back,33.0,Brazil
Right-Back,30.0,Portugal
Defensive Midfield,26.0,Ghana
Defensive Midfield,22.0,Nigeria
Defensive Midfield,20.0,Serbia
Defensive Midfield,19.0,England
Central Midfield,31.0,England
Central Midfield,32.0,Germany
Left Midfield,25.0,Russia
Left Midfield,20.0,England
Attacking Midfield,27.0,England
Attacking Midfield,31.0,Portugal
Left Winger,29.0,French Guiana
Left Winger,23.0,Cote d'Ivoire
Left Winger,18.0,DR Congo
Left Winger,18.0,Italy
Second Striker,18.0,England
Centre-Forward,31.0,Cote d'Ivoire
Centre-Forward,30.0,France
Centre-Forward,32.0,Ukraine
Centre-Forward,19.0,England
Centre-Forward,20.0,Argentina
